adj,total,person_ratio,product_ratio,other_ratio,person_count,product_count,other_count
Light,1068,0.0,0.0018726591760299626,0.99812734082397,0,2,1066
overnight,181,0.0,0.011049723756906077,0.988950276243094,0,2,179
Smooth,103,0.0,0.0,1.0,0,0,103
identical,177,0.0,0.011299435028248588,0.9887005649717514,0,2,175
asian,107,0.0,0.009345794392523364,0.9906542056074766,0,1,106
sole,246,0.0,0.024390243902439025,0.975609756097561,0,6,240
5th,209,0.0,0.014354066985645933,0.9856459330143541,0,3,206
Easy,462,0.0,0.0021645021645021645,0.9978354978354979,0,1,461
cropped,190,0.0,0.015789473684210527,0.9842105263157894,0,3,187
youngest,119,0.0,0.0,1.0,0,0,119
safe,401,0.0,0.04488778054862843,0.9551122194513716,0,18,383
curly,124,0.0,0.0,1.0,0,0,124
sunny,431,0.0,0.002320185614849188,0.9976798143851509,0,1,430
baggy,422,0.0,0.004739336492890996,0.995260663507109,0,2,420
unflattering,259,0.0,0.011583011583011582,0.9884169884169884,0,3,256
Most,597,0.0,0.008375209380234505,0.9916247906197655,0,5,592
busty,300,0.0,0.0033333333333333335,0.9966666666666667,0,1,299
MANY,121,0.0,0.01652892561983471,0.9834710743801653,0,2,119
unusual,227,0.0,0.004405286343612335,0.9955947136563876,0,1,226
rectangular,133,0.0,0.06015037593984962,0.9398496240601504,0,8,125
Gorgeous,802,0.0,0.014962593516209476,0.9850374064837906,0,12,790
sporty,184,0.0,0.010869565217391304,0.9891304347826086,0,2,182
mixed,218,0.0,0.0045871559633027525,0.9954128440366973,0,1,217
sleeveless,423,0.0,0.01182033096926714,0.9881796690307328,0,5,418
general,306,0.0,0.016339869281045753,0.9836601307189542,0,5,301
nicer,387,0.0,0.012919896640826873,0.9870801033591732,0,5,382
Full,154,0.0,0.006493506493506494,0.9935064935064936,0,1,153
royal,386,0.0,0.0051813471502590676,0.9948186528497409,0,2,384
key,2170,0.0,0.002304147465437788,0.9976958525345622,0,5,2165
backup,133,0.0,0.007518796992481203,0.9924812030075187,0,1,132
silly,138,0.0,0.007246376811594203,0.9927536231884058,0,1,137
coral,195,0.0,0.015384615384615385,0.9846153846153847,0,3,192
rugged,169,0.0,0.0,1.0,0,0,169
accent,163,0.0,0.018404907975460124,0.9815950920245399,0,3,160
brilliant,146,0.0,0.0136986301369863,0.9863013698630136,0,2,144
bent,136,0.0,0.014705882352941176,0.9852941176470589,0,2,134
disposable,287,0.0,0.06968641114982578,0.9303135888501742,0,20,267
cozy,356,0.0,0.014044943820224719,0.9859550561797753,0,5,351
online,533,0.0,0.00375234521575985,0.9962476547842402,0,2,531
2nd,1114,0.0,0.005385996409335727,0.9946140035906643,0,6,1108
rubbery,142,0.0,0.007042253521126761,0.9929577464788732,0,1,141
widest,134,0.0,0.014925373134328358,0.9850746268656716,0,2,132
LONG,103,0.0,0.21359223300970873,0.7864077669902912,0,22,81
temporary,105,0.0,0.0,1.0,0,0,105
3rd,608,0.0,0.006578947368421052,0.993421052631579,0,4,604
Bottom,174,0.0,0.034482758620689655,0.9655172413793104,0,6,168
worn,127,0.0,0.0,1.0,0,0,127
Lightweight,175,0.0,0.005714285714285714,0.9942857142857143,0,1,174
Vibrant,228,0.0,0.0,1.0,0,0,228
Extra,118,0.0,0.025423728813559324,0.9745762711864406,0,3,115
lowest,110,0.0,0.0,1.0,0,0,110
windy,317,0.0,0.006309148264984227,0.9936908517350158,0,2,315
chilly,377,0.0,0.010610079575596816,0.9893899204244032,0,4,373
cheapest,257,0.0,0.0,1.0,0,0,257
covid,106,0.0,0.009433962264150943,0.9905660377358491,0,1,105
individual,337,0.0,0.0,1.0,0,0,337
waterproof,248,0.0,0.028225806451612902,0.9717741935483871,0,7,241
practical,228,0.0,0.017543859649122806,0.9824561403508771,0,4,224
physical,263,0.0,0.022813688212927757,0.9771863117870723,0,6,257
supportive,166,0.0,0.018072289156626505,0.9819277108433735,0,3,163
polished,232,0.0,0.004310344827586207,0.9956896551724138,0,1,231
oldest,118,0.0,0.0,1.0,0,0,118
sore,158,0.0,0.0,1.0,0,0,158
loud,159,0.0,0.0,1.0,0,0,159
sloppy,126,0.0,0.0,1.0,0,0,126
positive,1099,0.0,0.0,1.0,0,0,1099
patriotic,101,0.0,0.039603960396039604,0.9603960396039604,0,4,97
post,106,0.0,0.009433962264150943,0.9905660377358491,0,1,105
common,285,0.0,0.03859649122807018,0.9614035087719298,0,11,274
partial,146,0.0,0.0136986301369863,0.9863013698630136,0,2,144
Medium,258,0.0,0.011627906976744186,0.9883720930232558,0,3,255
adequate,199,0.0,0.01507537688442211,0.9849246231155779,0,3,196
athletic,1438,0.0,0.0013908205841446453,0.9986091794158554,0,2,1436
past,782,0.0,0.0012787723785166241,0.9987212276214834,0,1,781
outer,1130,0.0,0.02566371681415929,0.9743362831858408,0,29,1101
ridiculous,151,0.0,0.006622516556291391,0.9933774834437086,0,1,150
dual,129,0.0,0.007751937984496124,0.9922480620155039,0,1,128
automatic,282,0.0,0.014184397163120567,0.9858156028368794,0,4,278
bare,303,0.0,0.0165016501650165,0.9834983498349835,0,5,298
